product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,value_price_usd,sale_price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price,hype_label
P122682,Aloe Shave Gel,1254,CLINIQUE,1811,4.7368,38.0,4.2 oz/ 125 mL,Size,4.2 oz/ 125 mL,,"['Water, Tea-Palmitate, Tea-Myristate, Tea-Stearate, Isopentane, Aloe Barbadensis Leaf Juice, Chamomilla Recutita (Matricaria), Sorbitol, Propylene Glycol Isostearate, Hydroxyethylcellulose, Isobutane, Polyquaternium-7, Sodium Hyaluronate, Butylene Glycol, Peg-12 Laurate, Hydroxypropylcellulose, Disodium Edta, Phenoxyethanol, Red 33 (Ci 17200), Blue 1 (Ci 42090) <ILN36595>.']",23.0,,,0,0,0,0,0,,Men,Shaving,Shaving,0,,,underrated
P467608,Smart Night Clinical MD Multi-Dimensional Repair Treatment Retinol Serum,1254,CLINIQUE,2689,4.75,8.0,1 oz/ 30 mL,Size,1 oz/ 30 mL,,"['Water\\Aqua\\Eau, Caprylic/Capric Triglyceride, Ppg-15 Stearyl Ether, C12-20 Acid Peg-8 Ester, Glycerin, Niacinamide, Phenyl Trimethicone, Caprylic/Capric/Myristic/Stearic Triglyceride, Algae Extract, Dimethicone, Hydroxyethyl Urea, Cetyl Alcohol, Retinol, Sigesbeckia Orientalis (St. Paul Wort) Extract, Mangifera Indica (Mango) Seed Butter, Coffea Arabica (Coffee) Seed Oil, Sodium Hyaluronate, Caffeine, Ascorbic Acid, Urea, Butylene Glycol, Squalane, Trehalose, Triticum Vulgare (Wheat) Germ Extract, Tocopheryl Acetate, Peg-100 Stearate, Linoleic Acid, Glyceryl Stearate, Hordeum Vulgare (Barley) Extract\\Extrait D’orge, Acetyl Hexapeptide-8, Sorbitol, Potassium Cetyl Phosphate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopherol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Behenyl Alcohol, Sodium Pca, Sodium Hydroxide, Caprylyl Glycol, Carbomer, Triacetin, Polyquaternium-51, Xanthan Gum, Bht, Disodium Edta, Sodium Metabisulfite, Chlorphenesin, Potassium Sorbate, Phenoxyethanol <ILN47666>.']",74.0,,,0,0,0,0,0,,Skincare,Treatments,Face Serums,0,,,underrated
P483653,Light Up Your Eyes Set,1254,CLINIQUE,1604,5.0,2.0,,,,,"['All About Shadow Palette:', 'Talc, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Dimethicone, Nylon-12, Silica, Astrocaryum Murumuru Seed Butter, Caffeine, Boron Nitride, Methicone, Caprylyl Glycol, Tocopheryl Acetate, Trimethylsiloxysilicate, Hexylene Glycol, Alumina, Synthetic Fluorphlogopite, Tin Oxide, Phenoxyethanol, [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Yellow 5 Lake (Ci 19140), Manganese Violet (Ci 77742), Carmine (Ci 75470), Blue 1 Lake (Ci 42090), Ferric Ferrocyanide (Ci 77510), Ultramarines (Ci 77007), Bismuth Oxychloride (Ci 77163)].', 'High Impact Mascara:', 'Water\\Aqua\\Eau, Copernicia Cerifera (Carnauba) Wax\\ Copernicia Cerifera Cera \\Cire De Carnauba, Stearic Acid, Glyceryl Stearate, Polyisobutene, Silica, Acrylates Copolymer, Aminomethyl Propanediol, Vp/Eicosene Copolymer, Sodium Hyaluronate, Lauroyl Lysine, Pantethine, Melanin, Panthenol, Ethylhexylglycerin, Hydroxyethylcellulose, Calcium Aluminum Borosilicate, Pvp, Acacia Senegal Gum, Isostearic Acid, Simethicone, Dimethicone Peg-8 Polyacrylate, Urea, Glycerin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Lauryl Sulfate, Peg-8 Dimethicone, Disodium Edta, Sorbic Acid, Chlorphenesin, Sodium Dehydroacetate, Phenoxyethanol, [+/- Mica, Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bronze Powder (Ci 77400), Blue 1 Lake (Ci 42090), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Chromium Oxide Greens (Ci 77288), Chromium Hydroxide Green (Ci 77289), Carmine (Ci 75470), Bismuth Oxychloride (Ci 77163), Ultramarines (Ci 77007), Aluminum Powder (Ci 77000)].', 'Take the Day Off Makeup Remover For Lids, Lashes & Lips:', 'Water\\Aqua\\Eau, Isododecane, Isohexadecane, Hydrogenated Polyisobutene, Peg-4 Dilaurate, Lauryl Methyl Gluceth-10 Hydroxypropyldimonium Chloride, Hexylene Glycol, Sodium Chloride, Potassium Phosphate, Dipotassium Phosphate, Dipotassium Edta, Phenoxyethanol.']",45.0,178.0,,1,0,0,0,0,"['Without Phthalates', 'Fragrance Free', 'Without Parabens']",Makeup,Eye,Eye Sets,0,,,underrated
P469065,Dream Coat Supernatural Spray Anti-Frizz Treatment,6351,COLOR WOW,104182,3.9787,939.0,6.7 oz/ 200 mL,Size,6.7 oz/ 200 mL,,"['Aqua/Water, Dipropylene Glycol, Polysilicone-29, Silicone Quaternium-18, Glycerin, Trideceth-6, Chamomilla Recutita (Matricaria) Flower Extract, Calendula Officinalis Flower Extract, Potassium Sorbate, Phenoxyethanol, Trideceth-12, Sodium Benzoate, Chlorphenesin, Potassium Benzoate, Disodium EDTA, Citric Acid.']",28.0,,,0,0,0,0,0,"['High Shine Finish', 'Good for: Color Care', 'Heat Protection', 'Long-wearing', 'Good for: Frizz']",Hair,Hair Styling & Treatments,Hair Styling Products,2,58.0,12.0,overrated
P469067,Mini Dream Coat Supernatural Spray Anti-Frizz Treatment,6351,COLOR WOW,66755,3.9787,939.0,1.7 oz/ 50 mL,Size,1.7 oz/ 50 mL,,"['Aqua/Water/Eau, Dipropylene Glycol, Polysilicone-29, DMDM Hydantoin, Propylene Glycol, Glycerin, Silicone Quaternium-18, Butylene Glycol, Iodopropynyl butylcarbamate, Trideceth-7, Trideceth-12, Phenoxyethanol, Chamomilla Recutita (Matricaria) Flower, Extract, Calendula Officinalis Flower Extract, Potassium Sorbate, Potassium Benzoate, Citric Acid FORMULA #703-0.']",12.0,,,0,0,0,0,0,"['High Shine Finish', 'Good for: Color Care', 'Heat Protection', 'Long-wearing', 'Good for: Frizz']",Hair,Mini Size,,0,,,overrated
P502271,Curl Wow FLO-ETRY Vital Natural Serum,6351,COLOR WOW,2152,4.7125,240.0,10  oz / 295 mL,Size,10  oz / 295 mL,,"['Water/Aqua, Behentrimonium Methosulfate, Cetearyl Alcohol, Cocos Nucifera (Coconut) Oil, Peg-40/Ppg-8 Methylaminopropyl/Hydroxypropyl Dimethicone Copolymer, Glycerin, Simmondsia Chinensis (Jojoba) Seed Oil, Caryocar Brasiliense (Pequi) Fruit  Oil, Propylene Glycol Dicaprylate/Dicaprate, Hydrolyzed Rice Protein, Polyquaternium-37, Dipropylene Glycol, Phenoxyethanol, C10-40 Isoalkylamidopropylethyldimonium Ethosulfate, Ppg-26-Buteth-26, Quaternium-33, Ceteareth-20, Caprylyl Glycol, Peg-40 Hydrogenated Castor Oil, Ppg-1 Trideceth-6, Fragrance/Parfum, Tocopherol, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate.']",30.0,,,0,0,0,0,0,"['Good for: Damage', 'Curl-Enhancing', 'Coily Hair', 'Good for: Frizz', 'Curly Hair', 'Good for: Dryness']",Hair,Hair Styling & Treatments,Hair Oil,0,,,underrated
P469050,Color Control Blue Toning + Styling Foam for Dark Hair,6351,COLOR WOW,2129,4.5714,21.0,6.8 oz/ 200 mL,Size,6.8 oz/ 200 mL,,"['Aqua/Water, VP/VA Copolymer, Isobutane, Propane, Cocamidopropyl Betaine, PEG-40 Hydrogenated Castor Oil, Methyl Hydrogenated Rosinate, Parfum/Fragrance, Benzalkonium Chloride, Diazolidinyl Urea, Panthenol, Amodimethicone, Myristamidopropyl PG-Dimonium Chloride Phosphate, Trideceth-12, Cetrimonium Chloride, Iodopropynyl Butylcarbamate, PPG-5-Ceteth-20, Linalool, CI 42090 (FD&C Blue 1), CI 61570 (D&C Green 5) FORMULA# 501-2.']",24.0,,,0,0,0,0,0,"['Good for: Color Care', 'Heat Protection', 'Good for: Volume', 'Prevents Color Fading', 'Alcohol Free', 'Reduces Brassiness']",Hair,Hair Styling & Treatments,Hair Dye & Root Touch-Ups,0,,,underrated
P502281,Curl Wow COCO-MOTION Lubricating Conditioner,6351,COLOR WOW,1126,4.7564,156.0,10  oz / 295 mL,Size,10  oz / 295 mL,,"['Water/Aqua, Butylene Glycol, Stearyl Alcohol, Cetyl Alcohol,  Ppg-3 Benzyl Ether Myristate, Cocos Nucifera (Coconut) Oil, Stearamidopropyl Dimethylamine, Coco-Caprylate/Caprate, Bis-(Isostearoyl/Oleoyl Isopropyl) Dimonium Methosulfate, Oryza Sativa (Rice) Bran Oil, C12-15 Alkyl Benzoate, Behentrimonium Methosulfate, Astrocaryum Murumuru Seed Butter, Cetearyl Alcohol, Polyquaternium-37, Sclerocarya Birrea Seed Oil, Dimer Dilinoleyl Dimer Dilinoleate, Glycerin, Phenoxyethanol, Citric Acid, Ceteareth-20, Caprylyl Glycol, Propylene Glycol Dicaprylate/Dicaprate, Fragrance/Parfum, Panthenol, Polyquaternium-7, Ppg-1 Trideceth-6, C10-40 Isoalkylamidopropylethyldimonium Ethosulfate, Disodium Edta, Sodium Benzoate, Dipropylene Glycol, Quaternium-33.']",29.0,,,0,0,0,0,0,"['Good for: Damage', 'Curl-Enhancing', 'Coily Hair', 'Curly Hair', 'Good for: Dryness', 'Without Silicones']",Hair,Shampoo & Conditioner,Conditioner,0,,,underrated
P502259,Curl Wow HOOKED Shampoo,6351,COLOR WOW,1098,4.8509,114.0,10  oz / 295 mL,Size,10  oz / 295 mL,,"['Water/Aqua, Sodium Methyl 2-Sulfolaurate, Cocamidopropyl Hydroxysultaine, Sodium Cocoyl Isethionate, Sodium Lauryl Sulfoacetate, Sodium Lauroamphoacetate, Sodium Methyl Cocoyl Taurate, Glycerin, Phenoxyethanol, Disodium 2-Sulfolaurate, Fragrance/Parfum, Sodium Cocoyl Glycinate, Sodium Pca, Peg-150 Distearate, Hydrolyzed Wheat Starch, Aloe Barbadensis Leaf Extract, Chlorphenesin, Ppg-2 Hydroxyethyl Cocamide, Benzoic Acid, Trisodium Ethylenediamine Disuccinate, Dehydroacetic Acid, Citric Acid, Polyquaternium-22, Hydrolyzed Wheat Protein, Apigenin, Oleanolic Acid, Butylene Glycol, Peg-40 Hydrogenated Castor Oil, Tocopheryl Acetate, Biotinoyl Tripeptide-1, Bha, Ppg-26-Buteth-26, Potassium Sorbate.']",29.0,,,0,0,0,0,0,"['Good for: Color Care', 'Curl-Enhancing', 'Coily Hair', 'Curly Hair', 'Without Silicones', 'Without Sulfates SLS & SLES']",Hair,Shampoo & Conditioner,Shampoo,0,,,underrated
P502258,Curl Wow SNAG-FREE Pre-Shampoo Detangler,6351,COLOR WOW,805,4.7115,156.0,10  oz / 295 mL,Size,10  oz / 295 mL,,"['Water/Aqua, Glycerin, Polyquaternium-37, Cocos Nucifera (Coconut) Oil, Pentaclethra Macroloba Seed Oil, Polyquaternium-55, Ppg-26-Buteth-26, Dipropylene Glycol, Fragrance/Parfum, C10-40 Isoalkylamidopropylethyldimonium Ethosulfate, Peg-40 Hydrogenated Castor Oil, Phenoxyethanol, Quaternium-33, Caprylyl Glycol, Disodium Edta, Tocopherol.']",28.0,,,0,0,0,0,0,"['Good for: Damage', 'Curl-Enhancing', 'Good for: Frizz', 'Coily Hair', 'Curly Hair', 'Without Sulfates SLS & SLES']",Hair,Hair Styling & Treatments,Scalp Treatments,0,,,underrated
P501228,EXPRESSIVE Scent Space Set,7095,Commodity,3536,4.75,4.0,,,,,"['Book Expressive:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Geraniol, Farnesol, Citral.', 'Gold Expressive:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Benzyl Salicylate, Limonene, Linalool, Alpha-Isomethyl Ionone, Citral.', 'Velvet Expressive:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Benzyl Alcohol, Eugenol, Citronellol, Isoeugenol, Geraniol.', 'Moss Expressive:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Citral, Geraniol.', 'Paper Expressive:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau.', 'Milk Expressive:', 'SD-Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Coumarin, Methyl Benzoate, Eugenol, Benzyl Benzoate.']",26.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Value & Gift Sets,Perfume Gift Sets,0,,,underrated
P402666,Magnolia Eau de Parfum,7095,Commodity,3195,5.0,13.0,3.4 oz / 100 mL,Size + Concentration + Formulation,3.4 oz / 100 mL eau de parfum spray,,"['SD-Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Linalool, Benzyl Salicylate, Hydroxycitronellal, Limonene, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Citronellol, Benzyl Benzoate, Geraniol, Farnesol, Citral, Benzyl Alcohol, Isoeugenol.']",135.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,0,,,underrated
P395004,Moss Expressive,7095,Commodity,3082,4.5926,54.0,3.4 oz / 100 mL,Size + Concentration + Formulation,3.4 oz / 100 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Citral, Geraniol.']",135.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,1,25.0,25.0,underrated
P501233,BOLD + Scent Space Set,7095,Commodity,2755,5.0,3.0,,,,,"['Book+ Bold:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Geraniol, Farnesol, Citral.', 'Gold+ Bold:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Benzyl Salicylate, Evernia Prunastri (Oakmoss) Extract, Limonene, Linalool, Eugenol, Alpha-Isomethyl Ionone.', 'Velvet+ Bold:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Benzyl Alcohol, Eugenol, Isoeugenol, Citronellol.', 'Moss+ Bold:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Linalool, Limonene, Citral, Geraniol.', 'Paper+ Bold:', 'SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau.', 'Milk+ Bold:', 'SD-Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Coumarin, Eugenol, Benzyl Benzoate, Linalool.']",26.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Value & Gift Sets,Perfume Gift Sets,0,,,underrated
P501985,Book - Personal,7095,Commodity,1761,5.0,5.0,3.4 oz / 100 mL,Size + Concentration + Formulation,3.4 oz / 100 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Farnesol.']",135.0,,,0,0,0,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,1,25.0,25.0,underrated
P502226,Gold- Personal Travel Spray,7095,Commodity,1411,5.0,1.0,0.34 oz / 10 mL,Size + Concentration + Formulation,0.34 oz / 10 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Benzyl Salicylate, Limonene, Linalool, Alpha-Isomethyl Ionone.']",25.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Rollerballs & Travel Size,0,,,underrated
P502316,Velvet+ Bold Travel Spray,7095,Commodity,1355,5.0,2.0,0.34 oz / 10 mL,Size + Concentration + Formulation,0.34 oz / 10 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Benzyl Alcohol, Eugenol, Isoeugenol, Citronellol.']",25.0,,,0,0,0,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Rollerballs & Travel Size,0,,,underrated
P502256,Gold+ Bold Travel Spray,7095,Commodity,1216,5.0,2.0,0.34 oz / 10 mL,Size + Concentration + Formulation,0.34 oz / 10 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Benzyl Salicylate, Evernia Prunastri (Oakmoss) Extract, Limonene, Linalool, Eugenol, Alpha-Isomethyl Ionone.']",25.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,0,,,underrated
P502347,Velvet- Personal,7095,Commodity,767,5.0,2.0,3.4 oz / 100 mL,Size + Concentration + Formulation,3.4 oz / 100 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Benzyl Alcohol, Eugenol, Limonene.']",135.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,1,25.0,25.0,underrated
P502260,Book+ Bold Travel Spray,7095,Commodity,733,5.0,1.0,0.34 oz / 10 mL,Size + Concentration + Formulation,0.34 oz / 10 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Geraniol, Farnesol, Citral.']",25.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Rollerballs & Travel Size,0,,,underrated
P502282,Moss+ Bold,7095,Commodity,674,5.0,3.0,3.4 oz / 100 mL,Size + Concentration + Formulation,3.4 oz / 100 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Linalool, Limonene, Citral, Geraniol.']",135.0,,,0,0,0,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,1,25.0,25.0,underrated
P502268,Moss- Personal Travel Spray,7095,Commodity,659,5.0,1.0,0.34 oz / 10 mL,Size + Concentration + Formulation,0.34 oz / 10 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Citral, Geraniol, Citronellol.']",25.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Rollerballs & Travel Size,0,,,underrated
P502294,Paper+ Bold,7095,Commodity,560,4.8,5.0,3.4 oz / 100 mL,Size + Concentration + Formulation,3.4 oz / 100 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau.']",135.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,1,25.0,25.0,underrated
P502230,Book+ Bold,7095,Commodity,554,4.6667,3.0,3.4 oz / 100 mL,Size + Concentration + Formulation,3.4 oz / 100 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Geraniol, Farnesol, Citral.']",135.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,1,25.0,25.0,underrated
P502269,Moss- Personal,7095,Commodity,402,5.0,1.0,3.4 oz / 100 mL,Size + Concentration + Formulation,3.4 oz / 100 mL perfume spray,,"['SD Alcohol 40-B (Alcohol Denat.), Parfum/Fragrance, Aqua/Water/Eau, Limonene, Linalool, Citral, Geraniol, Citronellol.']",135.0,,,0,0,1,0,1,"['Vegan', 'Unisex/ Genderless Scent', 'Clean at Sephora', 'Cruelty-Free']",Fragrance,Women,Perfume,1,25.0,25.0,underrated
P500116,Hydrating Cream Cleanser with Hyaluronic Acid,6743,Community Sixty-Six,1413,4.75,8.0,5 oz / 150 mL,Size,5 oz / 150 mL,,"['Ethylhexyl Palmitate, Water (Aqua), Caprylic/Capric Triglyceride, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Euphorbia Cerifera (Candelilla) Wax (Candelilla Cera), Stearic Acid, Copernicia Cerifera (Carnauba) Wax (Copernicia Cerifera Cera), Glyceryl Stearate SE, Tromethamine, Isostearic Acid, Avena Sativa (Oat) Kernel Flour, Lecithin, Disteardimonium Hectorite, Magnesium Aluminum Silicate, Coco-Caprylate/Caprate, Sodium Lauroyl Sarcosinate, Sorbitan Stearate, Kaolin, Saccharomyces Ferment, Triheptanoin, Decyl Glucoside, C9-12 Alkane, Polyurethane-100, 1,2-Hexanediol, Sodium Benzoate, Caprylyl Glycol, Allantoin, Tocopheryl Acetate, Isohexadecane, Butylene Glycol, Lauroyl Lysine, Lauryl Glucoside, Sorbitan Oleate, Citric Acid, Aloe Barbadensis Leaf Juice, Hydroxyacetophenone, Sodium Hyaluronate, Hippophae Rhamnoides Fruit Extract, Panthenol, Anthemis Nobilis Flower Extract, Camellia Sinensis Leaf Extract, Eucalyptus Globulus Leaf Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Mentha Viridis (Spearmint) Extract, Pogostemon Cablin Leaf Extract, Rose Extract, Quartz, Zingiber Officinale (Ginger) Extract, Curcuma Longa (Turmeric) Root Extract.']",16.0,,,0,0,0,0,1,"['Best for Combination Skin', 'Good for: Dullness/Uneven Texture', 'Hydrating', 'Clean at Sephora', 'Fragrance Free', 'Cruelty-Free']",Skincare,Cleansers,Face Wash & Cleansers,0,,,underrated
P429516,Full Spectrum 360° Sun Silk Drops Organic Sunscreen SPF 30,7091,COOLA,41546,4.4205,799.0,1 oz/ 30 mL,Size,1 oz/ 30 mL,,"['Avobenzone 3.0%, Octisalate 4.0%, Octocrylene 8.0%, Aloe Barbadensis Leaf Juice, Butyloctyl Salicylate, Glycerin, Polyglyceryl-6 Stearate, Carthamus Tinctorius (Safflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Theobroma Cacao (Cocoa) Seed Extract, Jasminum Sambac (Jasmine) Leaf Cell Extract, Schinus Molle Extract, Sodium Hyaluronate, Sodium Hydroxide, Plankton Extract, Water, Ethyl Ferulate, Propanediol, Butylene Glycol, 1,2-Hexanediol, Caprylyl Glycol, Glyceryl Stearate, Hydroxyacetophenone, Polyglyceryl-6 Behenate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Phytate, Tocopheryl Acetate, Fragrance (Natural).']",48.0,,,0,0,0,0,1,"['Hyaluronic Acid', 'Liquid Formula', 'Community Favorite', 'Clean at Sephora', 'Hydrating', 'SPF']",Skincare,Sunscreen,Face Sunscreen,0,,,overrated
P396623,Makeup Setting Spray Organic Sunscreen SPF 30,7091,COOLA,34125,3.3066,623.0,1.5 oz,Size,1.5 oz,,"['Avobenzone 2.8%, Homosalate 3.5%, Octisalate 3.9%, Alcohol (Organic), Aloe Barbadensis Leaf Extract (Organic), Algae Extract (Organic), Citrus Aurantium Dulcis (Organic Orange) Fruit Water, Cucumis Sativus (Organic Cucumber) Fruit Extract, Dicaprylyl Carbonate, Diisopropyl Adipate, Ethyl Ferulate, Flavor, Glycerin (Organic), Helianthus Annuus (Sunflower) Seed Oil, Isodecyl Neopentanoate, Juniperus Communis Callus Extract, Paeonia Lactiflora Leaf Cell Extract, Phoenix Dactilyfera (Date) Leaf Cell Extract, Pvp, Silica Silylate, Sodium Hyaluronate, Water.']",36.0,,,0,0,0,0,0,"['Hyaluronic Acid', 'Clean at Sephora', 'Matte Finish', 'Best for Oily, Combo, Normal Skin', 'Reef Safe SPF', 'SPF']",Skincare,Sunscreen,Face Sunscreen,0,,,overrated
P500880,Classic Face Organic Sunscreen Lotion SPF 50,7091,COOLA,2772,5.0,4.0,1.7 oz/ 50 mL,Size,1.7 oz/ 50 mL,,"['Avobenzone 1.75%, Homosalate 5.0%, Octisalate 2.0%, Octocrylene 5.0%, Aloe Barbadensis Leaf Juice, Brassica Campestris (Rapeseed) Seed Oil, Butylene Glycol, Camelina Sativa Seed Oil, Caprylyl Glycol, Carthamus Tinctorius (Safflower) Oleosomes, Carthamus Tinctorius (Safflower) Seed Oil, Cetearyl Alcohol, Cetyl Palmitate, Decyl Glucoside, Dimethicone, Glycerin, 1,2-Hexanediol, Limnanthes Alba (Meadowfoam) Seed Oil, Mauritia Flexuosa (Buriti) Fruit Oil, Methyl Dihydroabietate, Opuntia Ficus-Indica Flower Extract, Polyacrylate Crosspolymer-6, Polysilicone-11, Rubus Idaeus (Raspberry) Seed Oil, Silica, Sodium Hydroxide, Sodium Phytate, Sorbitan Oleate, Sorbitan Palmitate, Squalane, Tropolone, Water, Xanthan Gum.']",32.0,,,0,0,1,0,0,,Skincare,Sunscreen,Face Sunscreen,0,,,underrated
P504987,Refreshing Water Sunscreen Stick SPF 50,7091,COOLA,2419,5.0,2.0,0.8 oz / 22 g,Size,0.8 oz / 22 g,,"['Avobenzone 2.5%, Homosalate 3.5%, Octisalate 2.15%, Octocrylene 5.0%, Aloe Barbadensis Leaf Juice , Glycerin , Sodium Stearate, Carthamus Tinctorius (Safflower) Oleosomes , Polyglyceryl-10 Caprylate/Caprate, Butyloctyl Salicylate, Copernicia Cerifera (Carnauba) Wax , Sorbitan Olivate, VP/Hexadecene Copolymer, Cocos Nucifera (Coconut) Fruit Water , Jasminum Sambac (Jasmine) Leaf Cell Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Solanum Melongena (Eggplant) Fruit Extract, Theobroma Cacao (Cocoa) Seed Extract, Aloe Barbadensis Flower Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Hyaluronic Acid, Coccinia Indica Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract, Schinus Molle Extract, Propanediol, Butylene Glycol, 1,2-Hexanediol, Caprylyl Glycol, Water, Tropolone, Fragrance (Natural).']",30.0,,,0,1,1,0,0,"['Hyaluronic Acid', 'Clean at Sephora', 'Hydrating', 'SPF', 'Niacinamide', 'Cruelty-Free']",Skincare,Sunscreen,,0,,,underrated
